order_id,order_date,customer_id,first_name,last_name,email,phone_number,address,zipcode,city,country,product_category,product_name,club,quantity,unit_price,total_amount,payment_method,order_status,discount_code,year_month
ORD-2023-00706558,2023-05-26 13:44:25,CUST-162935,Sara,Gustafsson,sara.gustafsson.162935@spray.se,+46 72 533 6187,Furutorget 38,100 30,Stockholm,Sweden,Match Ticket,AIK Matchbiljett,AIK,1,232.0,163.64,Klarna,Delivered,,2023-05
ORD-2023-01070376,2023-05-28 17:52:57,CUST-135524,Jenny,Andersson,jenny.andersson.135524@outlook.com,+46 72 525 3590,Kyrkvägen 511,113 44,Stockholm,Sweden,Training Gear,AIK Träningsbyxor,AIK,1,793.0,699.79,Swish,Cancelled,,2023-05
ORD-2023-01295372,2023-05-30 13:57:17,CUST-139385,Malin,Pettersson,malin.pettersson.139385@gmail.com,+46 72 779 8893,Skogsgatan 664,212 78,Malmö,Sweden,Match Ticket,Malmö FF Matchbiljett,Malmö FF,2,390.0,642.18,Klarna,Returned,DERBY50,2023-05
ORD-2023-01163768,2023-05-31 14:42:46,CUST-090592,Anders,Johansson,anders.johansson.90592@gmail.com,+46 72 950 7652,Åkergatan 203,412 07,Göteborg,Sweden,Match Ticket,Sirius Familjebiljett,Sirius,1,432.0,297.15,Card,Delivered,,2023-05
ORD-2023-00032221,2023-06-01 19:00:24,CUST-176136,Lene,Vik,lene.vik.176136@yahoo.com,94642312,Moetunet 26C,64369,Oslo,Norway,Season Pass,AIK Säsongskort VIP 2024,AIK,1,3465.0,2832.74,Card,Delivered,,2023-06
ORD-2023-00292588,2023-06-02 16:03:50,CUST-156976,Saga,Berg,saga.berg.156976@hotmail.se,+46 76 449 6318,Gengatan 21,703 28,Örebro,Sweden,Training Gear,Malmö FF Jacka,Malmö FF,1,805.0,1109.59,Swish,Delivered,,2023-06
ORD-2023-01140475,2023-06-04 21:15:10,CUST-116843,Sofia,Lindberg,sofia.lindberg.116843@telia.se,+46 70 534 2646,Parkstigen 869,417 18,Göteborg,Sweden,Match Ticket,IFK Norrköping Familjebiljett,IFK Norrköping,2,475.0,1630.47,Swish,Delivered,MIDSOMMAR,2023-06
ORD-2023-00683306,2023-06-05 22:31:56,CUST-174256,Rhonda,Osborne,rhonda.osborne.174256@yahoo.com,+1-877-958-8795x956,4087 Sanchez Drive,53899,Helsinki,Finland,Match Ticket,Malmö FF Familjebiljett,Malmö FF,1,207.0,323.54,Klarna,Delivered,DERBY50,2023-06
ORD-2023-00004911,2023-06-06 20:29:35,CUST-132738,Livia,Andersson,livia.andersson.132738@outlook.com,+46 73 230 1463,Backstigen 74,703 80,Örebro,Sweden,Digital Content,IF Elfsborg Matchprogram Digital,IF Elfsborg,1,107.0,94.31,Klarna,Delivered,WELCOME15,2023-06
ORD-2023-00353231,2023-06-06 20:56:32,CUST-131858,Alvar,Åkerlund,alvar.akerlund.131858@gmail.com,+46 76 453 9802,Trädgårdsgränd 12,703 58,Örebro,Sweden,Season Pass,IF Elfsborg Säsongskort 2024,IF Elfsborg,1,3120.0,4427.57,Swish,Delivered,SOMMAR25,2023-06
ORD-2023-00747913,2023-06-08 08:50:57,CUST-120186,Lotta,Åberg,lotta.aberg.120186@outlook.com,+46 73 488 2293,Strandvägen 1,413 68,Göteborg,Sweden,Training Gear,IFK Göteborg Jacka,IFK Göteborg,1,353.0,593.39,Swish,Delivered,DERBY50,2023-06
ORD-2023-00478322,2023-06-12 19:17:02,CUST-133049,Anette,Olofsson,anette.olofsson.133049@telia.se,+46 72 834 6160,Kyrkotorget 55,415 48,Göteborg,Sweden,Season Pass,Sirius Säsongskort 2024,Sirius,1,4193.0,2215.23,Card,Delivered,,2023-06
ORD-2023-00172457,2023-06-13 08:27:38,CUST-073011,Elisabeth,Lindell,elisabeth.lindell.73011@gmail.com,+46 72 992 2099,Ringgatan 50,100 44,Stockholm,Sweden,Match Ticket,IFK Göteborg Matchbiljett,IFK Göteborg,1,321.0,496.15,Swish,Delivered,,2023-06
ORD-2023-00871044,2023-06-14 14:39:19,CUST-140268,Maria,Ismail,maria.ismail.140268@gmail.com,+46 73 243 2928,Gentorget 665,112 17,Stockholm,Sweden,Jersey,AIK Tredjetröja 2024,AIK,2,1297.0,4317.43,Swish,Delivered,MIDSOMMAR,2023-06
ORD-2023-00816315,2023-06-15 11:02:42,CUST-034114,Göran,Wahlström,goran.wahlstrom.34114@spray.se,+46 70 115 8880,Ängsgatan 88,123 26,Stockholm,Sweden,Jersey,Hammarby IF Tredjetröja 2024,Hammarby IF,1,1118.0,612.73,Card,Delivered,MIDSOMMAR,2023-06
ORD-2023-00960397,2023-06-18 17:03:05,CUST-169027,Elsie,Axelsson,elsie.axelsson.169027@telia.se,+46 73 523 8455,Strandvägen 95,212 33,Malmö,Sweden,Membership,Malmö FF Familjemedlemskap,Malmö FF,5,566.0,2979.44,Swish,Delivered,,2023-06
ORD-2023-00035345,2023-06-19 12:11:53,CUST-058006,Evelina,Ekström,evelina.ekstrom.58006@spray.se,+46 76 836 3935,Industrigränd 0,100 52,Stockholm,Sweden,Digital Content,Degerfors IF Matchprogram Digital,Degerfors IF,3,62.0,107.45,Invoice,Shipped,,2023-06
ORD-2023-00255009,2023-06-20 17:57:52,CUST-191810,Adam,Crawford,adam.crawford.191810@gmail.com,419-538-3924,774 Gina Manors,59377,Tallinn,Estonia,Jersey,AIK Retro Tröja,AIK,1,991.0,661.34,Invoice,Delivered,,2023-06
ORD-2023-00369580,2023-06-22 14:01:12,CUST-088175,Henrik,Ek,henrik.ek.88175@outlook.com,+46 79 401 1276,Fabriksgränd 0,124 54,Stockholm,Sweden,Training Gear,Hammarby IF Shorts,Hammarby IF,1,767.0,785.4,Swish,Delivered,,2023-06
ORD-2023-00492667,2023-06-26 19:48:55,CUST-095885,Rolf,Petersson,rolf.petersson.95885@gmail.com,+46 76 116 6141,Bäckvägen 001,753 01,Uppsala,Sweden,Match Ticket,Varbergs BoIS Matchbiljett,Varbergs BoIS,1,570.0,472.7,Card,Delivered,,2023-06
ORD-2023-00345969,2023-06-27 07:39:17,CUST-030408,Inger,Gustafsson,inger.gustafsson.30408@telia.se,+46 70 736 8077,Kyrkgatan 621,115 89,Stockholm,Sweden,Match Ticket,IFK Göteborg Matchbiljett,IFK Göteborg,1,328.0,418.57,Swish,Delivered,,2023-06
ORD-2023-00590584,2023-06-27 16:33:36,CUST-098213,Fredrik,Davidsson,fredrik.davidsson.98213@spray.se,+46 73 829 8017,Skogstorget 0,413 65,Göteborg,Sweden,Match Ticket,Malmö FF VIP-biljett,Malmö FF,1,270.0,247.5,Invoice,Delivered,,2023-06
ORD-2023-00459113,2023-06-29 07:37:30,CUST-131910,Axel,Nyman,axel.nyman.131910@gmail.com,+46 76 985 4581,Idrottsstigen 28,414 91,Göteborg,Sweden,Accessories,Häcken Nyckelring,Häcken,1,65.0,58.23,Klarna,Returned,DERBY50,2023-06
ORD-2023-01272348,2023-06-30 07:45:00,CUST-056493,Sally,Sandgren,sally.sandgren.56493@gmail.com,+46 73 341 5495,Stationsstigen 5,604 62,Norrköping,Sweden,Match Ticket,IFK Göteborg Familjebiljett,IFK Göteborg,1,280.0,464.06,Swish,Delivered,WELCOME15,2023-06
ORD-2023-00435375,2023-07-05 17:47:44,CUST-133940,Tore,Davidsson,tore.davidsson.133940@outlook.com,+46 79 517 2684,Kyrkstigen 50,415 49,Göteborg,Sweden,Accessories,IFK Göteborg Vattenflaska,IFK Göteborg,4,339.0,1471.58,Card,Cancelled,,2023-07
ORD-2023-00408388,2023-07-05 18:07:27,CUST-011286,Göran,Lindberg,goran.lindberg.11286@gmail.com,+46 72 312 1660,Backstigen 7,664 57,Karlstad,Sweden,Accessories,Kalmar FF Mössa,Kalmar FF,2,53.0,65.58,Card,Shipped,,2023-07
ORD-2023-00699178,2023-07-06 07:14:18,CUST-133501,Nikola,Ståhl,nikola.stahl.133501@hotmail.se,+46 79 290 6135,Industrigatan 323,115 28,Stockholm,Sweden,Accessories,AIK Vattenflaska,AIK,3,324.0,1701.61,Card,Delivered,,2023-07
ORD-2023-00261637,2023-07-06 19:58:52,CUST-083629,Ahmad,Henningsson,ahmad.henningsson.83629@spray.se,+46 70 902 5188,Bäckgatan 440,415 77,Göteborg,Sweden,Accessories,IFK Göteborg Vattenflaska,IFK Göteborg,1,248.0,306.76,Card,Delivered,,2023-07
ORD-2023-00462306,2023-07-09 18:08:21,CUST-034063,Richard,Olausson,per.andersson.82925@hotmail.se,+46 76 406 0834,Åkergränd 55,122 10,Stockholm,Sweden,Match Ticket,Malmö FF Matchbiljett,Malmö FF,2,232.0,691.35,Swish,Delivered,,2023-07
ORD-2023-00227960,2023-07-11 10:36:28,CUST-092264,Hilding,Lindqvist,hilding.lindqvist.92264@spray.se,+46 79 862 7222,Kyrkostigen 90,602 44,Norrköping,Sweden,Season Pass,IFK Norrköping Säsongskort 2024,IFK Norrköping,2,2974.0,5987.1,Card,Processing,,2023-07
ORD-2023-00885962,2023-07-12 16:38:07,CUST-017173,Jan,Pettersson,jan.pettersson.17173@gmail.com,+46 76 937 9957,Parkgatan 104,413 57,Göteborg,Sweden,Membership,IFK Göteborg Familjemedlemskap,IFK Göteborg,2,468.0,1542.3,Klarna,Delivered,,2023-07
ORD-2023-00598969,2023-07-13 12:08:39,CUST-156006,Hans,Holmgren,hans.holmgren.156006@outlook.com,+46 79 485 3080,Kyrkogränd 9,418 27,Göteborg,Sweden,Membership,Häcken Familjemedlemskap,Häcken,1,307.0,392.02,PayPal,Delivered,,2023-07
ORD-2023-00652073,2023-07-14 13:43:03,CUST-154280,Alma,Hallin,alma.hallin.154280@telia.se,+46 72 525 2448,Kyrkgränd 991,581 48,Linköping,Sweden,Training Gear,Malmö FF Shorts,Malmö FF,2,787.0,2348.9,Swish,Delivered,,2023-07
ORD-2023-00165403,2023-07-14 18:14:34,CUST-001901,Olov,Abrahamsson,olov.abrahamsson.1901@spray.se,+46 70 624 4899,Grangatan 84,581 35,Linköping,Sweden,Scarf,Malmö FF Matchhalsduk,Malmö FF,1,351.0,483.94,Swish,Delivered,FANCLUB10,2023-07
ORD-2023-00401934,2023-07-15 11:35:35,CUST-199017,David,Graves,david.graves.199017@gmail.com,266.703.4902,4645 Jennifer Manors,71805,Antwerpen,Belgium,Match Ticket,AIK VIP-biljett,AIK,4,567.0,2690.18,Klarna,Delivered,,2023-07
ORD-2023-00046087,2023-07-21 12:14:29,CUST-037660,Karin,Lund,karin.lund.37660@gmail.com,+46 76 844 1342,Nystigen 7,725 11,Västerås,Sweden,Membership,Malmö FF Juniormedlemskap,Malmö FF,1,929.0,1290.54,Card,Delivered,SOMMAR25,2023-07
ORD-2023-01096948,2023-07-22 07:35:51,CUST-129392,Ingrid,Andersson,ingrid.andersson.129392@gmail.com,+46 70 547 5835,Furustigen 760,415 30,Göteborg,Sweden,Training Gear,IFK Göteborg Shorts,IFK Göteborg,1,798.0,747.05,Invoice,Processing,WELCOME15,2023-07
ORD-2023-00738400,2023-07-22 22:28:28,CUST-092971,Sara,Lundquist,sara.lundquist.92971@hotmail.se,+46 76 521 2621,Industrigatan 8,118 04,Stockholm,Sweden,Match Ticket,Hammarby IF Matchbiljett,Hammarby IF,1,334.0,213.36,Swish,Delivered,,2023-07
ORD-2023-01127763,2023-07-23 19:17:07,CUST-045853,Hans,Dahlqvist,hans.dahlqvist.45853@outlook.com,+46 72 587 9582,Backstigen 248,521 06,Visby,Sweden,Match Ticket,Djurgårdens IF Familjebiljett,Djurgårdens IF,1,264.0,311.06,Swish,Delivered,,2023-07
ORD-2023-01368590,2023-07-23 21:41:23,CUST-141155,Karl,Ahmed,karl.ahmed.141155@telia.se,+46 70 330 3892,Trädgårdstorget 0,212 21,Malmö,Sweden,Membership,Malmö FF Familjemedlemskap,Malmö FF,3,918.0,1953.48,PayPal,Delivered,,2023-07
ORD-2023-00982870,2023-07-24 07:02:52,CUST-046007,Börje,Johansson,alfred.ivarsson.137829@telia.se,+46 76 128 3910,Industrigränd 9,211 80,Malmö,Sweden,Digital Content,IFK Göteborg Wallpaper Pack,IFK Göteborg,1,132.0,140.75,Klarna,Returned,,2023-07
ORD-2023-00353493,2023-07-24 21:46:07,CUST-159285,Peter,Andersson,peter.andersson.159285@hotmail.se,+46 79 598 5433,Fabriksgatan 8,125 00,Stockholm,Sweden,Training Gear,IF Elfsborg Träningströja,IF Elfsborg,1,654.0,584.57,Klarna,Delivered,,2023-07
ORD-2023-00649945,2023-07-25 07:33:08,CUST-154824,Lena,Österberg,lena.osterberg.154824@spray.se,+46 72 404 4920,Aspstigen 9,416 09,Göteborg,Sweden,Digital Content,Halmstads BK Matchprogram Digital,Halmstads BK,2,104.0,250.92,Swish,Shipped,,2023-07
ORD-2023-01212779,2023-07-26 14:04:56,CUST-080967,Elisabeth,Hussein,elisabeth.hussein.80967@telia.se,+46 73 624 3407,Ringvägen 603,118 83,Stockholm,Sweden,Accessories,Hammarby IF Mugg,Hammarby IF,1,104.0,57.47,Klarna,Delivered,SOMMAR25,2023-07
ORD-2023-00052082,2023-07-28 22:54:15,CUST-162228,Maj-Britt,Backlund,maj-britt.backlund.162228@spray.se,+46 72 939 8891,Åkergatan 6,418 47,Göteborg,Sweden,Match Ticket,Häcken Matchbiljett,Häcken,2,326.0,1124.73,Card,Processing,,2023-07
ORD-2023-00677321,2023-07-30 08:55:42,CUST-096578,Ingrid,Lindström,ingrid.lindstrom.96578@hotmail.se,+46 73 384 0256,Strandvägen 873,252 77,Helsingborg,Sweden,Training Gear,IFK Göteborg Jacka,IFK Göteborg,1,883.0,1511.61,Swish,Delivered,,2023-07
ORD-2023-00670142,2023-08-01 08:03:05,CUST-126831,Vilhelm,Eriksson,vilhelm.eriksson.126831@spray.se,+46 70 140 7604,Fabriksvägen 840,721 63,Västerås,Sweden,Membership,Häcken Familjemedlemskap,Häcken,1,741.0,820.83,Card,Shipped,,2023-08
ORD-2023-00447591,2023-08-09 19:32:09,CUST-193053,Danny,Wood,danny.wood.193053@gmail.com,+1-534-559-1256x630,373 Hall Villages,15924,Paris,France,Accessories,SEF Mugg,SEF,1,254.0,322.95,Swish,Delivered,,2023-08
ORD-2023-00405304,2023-08-10 20:51:10,CUST-168288,Eva,Alfredsson,eva.alfredsson.168288@outlook.com,+46 70 933 8312,Parkstigen 1,212 65,Malmö,Sweden,Jersey,Malmö FF Retro Tröja,Malmö FF,1,1038.0,1446.12,Swish,Delivered,,2023-08
ORD-2023-01282852,2023-08-13 22:49:50,CUST-099731,Elliot,Jakobsson,elliot.jakobsson.99731@gmail.com,+46 70 188 6068,Skolstigen 305,414 94,Göteborg,Sweden,Accessories,IFK Göteborg Mössa,IFK Göteborg,2,298.0,478.79,Card,Delivered,BACKTOSCHOOL,2023-08
ORD-2023-00182396,2023-08-16 17:08:02,CUST-123172,Maria,Petersson,maria.petersson.123172@hotmail.se,+46 70 964 2850,Kvarnvägen 26,750 45,Uppsala,Sweden,Season Pass,Sirius Säsongskort 2024,Sirius,2,4443.0,12903.88,Card,Delivered,,2023-08
ORD-2023-00004607,2023-08-17 10:48:55,CUST-056387,Ingemar,Petersson,ingemar.petersson.56387@telia.se,+46 73 571 9030,Granstigen 01,331 56,Värnamo,Sweden,Membership,IF Elfsborg Juniormedlemskap,IF Elfsborg,1,954.0,1093.93,Swish,Returned,FANCLUB10,2023-08
ORD-2023-00684145,2023-08-20 13:31:18,CUST-065145,Elin,Halvarsson,elin.halvarsson.65145@gmail.com,+46 79 102 3923,Ängsgatan 22,480 98,Skövde,Sweden,Jersey,Malmö FF Tredjetröja 2024,Malmö FF,1,1074.0,738.1,Swish,Delivered,,2023-08
ORD-2023-00585285,2023-08-20 20:41:34,CUST-167792,Erik,Johansen,erik.johansen.167792@hotmail.se,+46 72 886 6367,Villastigen 370,116 43,Stockholm,Sweden,Training Gear,Värnamo Träningsbyxor,Värnamo,3,656.0,2381.22,Klarna,Returned,,2023-08
ORD-2023-01190530,2023-08-22 10:54:55,CUST-174009,Hanna,Johnsen,hanna.johnsen.174009@gmail.com,97180642,Moevika 8,64317,Trondheim,Norway,Scarf,AIK Vinterskarf,AIK,1,264.0,471.45,Swish,Shipped,,2023-08
ORD-2023-00713245,2023-08-22 19:43:21,CUST-104449,Jan,Friberg,jan.friberg.104449@hotmail.se,+46 76 383 3841,Aspgatan 8,253 20,Helsingborg,Sweden,Accessories,SEF Vattenflaska,SEF,1,101.0,88.15,Card,Delivered,,2023-08
ORD-2023-00086262,2023-08-25 07:30:53,CUST-069163,Lars,Karlsson,lars.karlsson.69163@hotmail.se,+46 70 909 0958,Furugränd 9,216 14,Malmö,Sweden,Training Gear,Djurgårdens IF Shorts,Djurgårdens IF,2,833.0,1328.46,Swish,Delivered,,2023-08
ORD-2023-00337788,2023-08-28 18:00:08,CUST-157330,Rebecka,Ahlberg,rebecka.ahlberg.157330@spray.se,+46 72 491 8978,Kyrkstigen 84,504 68,Borås,Sweden,Digital Content,SEF Allsvenskan Streaming,Varbergs BoIS,1,67.0,83.47,Swish,Delivered,,2023-08
ORD-2023-00014437,2023-09-01 12:07:39,CUST-116695,Elisabeth,Ericsson,elisabeth.ericsson.116695@spray.se,+46 73 432 5517,Skogsvägen 9,412 25,Göteborg,Sweden,Jersey,Häcken Tredjetröja 2024,Häcken,1,769.0,1061.9,Swish,Delivered,,2023-09
ORD-2023-00668884,2023-09-01 17:25:25,CUST-111941,Nils,Björk,nils.bjork.111941@outlook.com,+46 79 394 2322,Industrivägen 1,294 77,Sölvesborg,Sweden,Digital Content,AIK Wallpaper Pack,AIK,3,119.0,521.37,Card,Delivered,,2023-09
ORD-2023-00241872,2023-09-07 13:16:18,CUST-130868,Mattias,Åberg,mattias.aberg.130868@telia.se,+46 76 204 4772,Järnvägsvägen 0,703 87,Örebro,Sweden,Jersey,SEF Retro Tröja,SEF,1,1283.0,1653.06,Invoice,Returned,,2023-09
ORD-2023-00590548,2023-09-09 13:45:33,CUST-127990,George,Holm,george.holm.127990@outlook.com,+46 70 693 3809,Nyvägen 301,752 51,Uppsala,Sweden,Accessories,Malmö FF Mugg,Malmö FF,2,52.0,63.69,Card,Delivered,,2023-09
ORD-2023-00611817,2023-09-11 16:13:04,CUST-020293,Astrid,Ahmed,astrid.ahmed.20293@hotmail.se,+46 73 408 8540,Furugatan 7,120 16,Stockholm,Sweden,Accessories,Hammarby IF Ryggsäck,Hammarby IF,1,336.0,478.42,Swish,Processing,,2023-09
ORD-2023-00684921,2023-09-12 19:53:28,CUST-196085,Kevin,Huff,kevin.huff.196085@yahoo.com,327.711.6141x566,52412 Alexandra Mountains Apt. 723,17874,Berlin,Germany,Jersey,Hammarby IF Retro Tröja,Hammarby IF,2,659.0,1917.73,Klarna,Delivered,,2023-09
ORD-2023-00047986,2023-09-18 16:35:32,CUST-158094,Karin,Franzén,karin.franzen.158094@outlook.com,+46 76 332 0194,Ekgränd 3,114 66,Stockholm,Sweden,Scarf,Djurgårdens IF Halsduk,Djurgårdens IF,1,375.0,363.72,Card,Delivered,HÖSTDEAL,2023-09
ORD-2023-00012904,2023-09-18 22:23:51,CUST-027473,Viktoria,Svensson,viktoria.svensson.27473@spray.se,+46 79 634 9611,Stationsvägen 18,302 46,Halmstad,Sweden,Accessories,IFK Norrköping Mugg,IFK Norrköping,2,286.0,291.35,Swish,Delivered,,2023-09
ORD-2023-01143400,2023-09-20 13:42:27,CUST-199687,Heather,Reyes,heather.reyes.199687@outlook.com,7707439161,7052 Lopez Corner Apt. 465,91424,Kraków,Poland,Digital Content,SEF Allsvenskan Streaming,SEF,1,79.0,57.5,Swish,Delivered,HÖSTDEAL,2023-09
ORD-2023-00160093,2023-09-20 21:49:56,CUST-046853,Maria,Palm,maria.palm.46853@gmail.com,+46 72 179 5174,Aspvägen 11,413 39,Göteborg,Sweden,Digital Content,Häcken Wallpaper Pack,Häcken,1,105.0,104.55,Card,Delivered,,2023-09
ORD-2023-00245023,2023-09-21 09:23:22,CUST-176167,Simen,Moe,simen.moe.176167@gmail.com,48 81 57 11,Lundeekra 7,69911,Oslo,Norway,Training Gear,Värnamo Jacka,Värnamo,3,747.0,2062.29,Klarna,Shipped,HÖSTDEAL,2023-09
ORD-2023-00578091,2023-09-21 11:58:05,CUST-055664,Alf,Eriksson,alf.eriksson.55664@hotmail.se,+46 76 235 2485,Järnvägsstigen 79,681 45,Karlstad,Sweden,Jersey,IFK Norrköping Tredjetröja 2024,IFK Norrköping,2,1040.0,2378.07,Card,Shipped,,2023-09
ORD-2023-00372208,2023-09-21 17:46:28,CUST-196387,Bonnie,Turner,bonnie.turner.196387@yahoo.com,743.554.0943,368 Conley Drive Suite 478,27419,Reykjavík,Iceland,Accessories,SEF Vattenflaska,SEF,4,131.0,872.28,Swish,Delivered,,2023-09
ORD-2023-00995352,2023-09-25 20:12:55,CUST-152080,Ann-Kristin,Mohammed,ann-kristin.mohammed.152080@gmail.com,+46 70 988 0975,Furugränd 2,121 18,Stockholm,Sweden,Jersey,Djurgårdens IF Hemmatröja 2024,Djurgårdens IF,1,968.0,658.84,Klarna,Delivered,WELCOME15,2023-09
ORD-2023-00287557,2023-09-27 20:12:05,CUST-080249,Magdalena,Berglund,magdalena.berglund.80249@hotmail.se,+46 73 430 0514,Åkervägen 779,111 32,Stockholm,Sweden,Jersey,IF Elfsborg Retro Tröja,IF Elfsborg,1,919.0,1299.96,Swish,Delivered,,2023-09
ORD-2023-00996387,2023-10-02 09:00:46,CUST-046860,Elisabet,Skoog,elisabet.skoog.46860@hotmail.se,+46 72 859 1826,Björkgatan 42,124 56,Stockholm,Sweden,Match Ticket,Hammarby IF VIP-biljett,Hammarby IF,1,170.0,277.01,Swish,Shipped,,2023-10
ORD-2023-00822364,2023-10-03 12:31:45,CUST-089023,Annika,Johansson,annika.johansson.89023@hotmail.se,+46 76 500 9783,Trädgårdsstigen 5,301 42,Halmstad,Sweden,Accessories,Halmstads BK Vattenflaska,Halmstads BK,4,86.0,359.11,Klarna,Returned,,2023-10
ORD-2023-00533891,2023-10-05 19:20:01,CUST-003522,Leona,Blomqvist,leona.blomqvist.3522@hotmail.se,+46 76 366 7424,Parkgränd 887,411 38,Göteborg,Sweden,Scarf,Häcken Matchhalsduk,Häcken,1,264.0,401.8,Klarna,Delivered,,2023-10
ORD-2023-01225871,2023-10-07 16:14:13,CUST-063829,Mimmi,Sundberg,mimmi.sundberg.63829@telia.se,+46 72 222 1219,Strandtorget 639,411 26,Göteborg,Sweden,Match Ticket,IFK Norrköping VIP-biljett,IFK Norrköping,1,549.0,342.06,Klarna,Returned,,2023-10
ORD-2023-00872571,2023-10-09 14:17:12,CUST-036435,Charles,Sjöberg,charles.sjoberg.36435@telia.se,+46 72 880 2917,Ringvägen 5,582 26,Linköping,Sweden,Membership,Halmstads BK Juniormedlemskap,Halmstads BK,1,314.0,399.03,Invoice,Returned,HÖSTDEAL,2023-10
ORD-2023-00115485,2023-10-11 11:19:47,CUST-062824,Agneta,Eriksson,agneta.eriksson.62824@hotmail.se,+46 79 659 1107,Grangatan 69,400 86,Göteborg,Sweden,Scarf,SEF Halsduk,SEF,1,324.0,466.89,Swish,Delivered,,2023-10
ORD-2023-01108784,2023-10-13 12:04:03,CUST-118618,Rickard,Gustafsson,rickard.gustafsson.118618@gmail.com,+46 79 993 4016,Ängsgatan 33,111 15,Stockholm,Sweden,Accessories,SEF Mössa,SEF,1,266.0,468.63,Swish,Delivered,,2023-10
ORD-2023-00025364,2023-10-13 21:52:57,CUST-109343,Monica,Johansson,monica.johansson.109343@telia.se,+46 79 684 1049,Kyrkgatan 183,117 08,Stockholm,Sweden,Jersey,AIK Tredjetröja 2024,AIK,6,678.0,4971.88,Swish,Delivered,,2023-10
ORD-2023-00022233,2023-10-17 10:49:34,CUST-167476,Roger,Nygren,roger.nygren.167476@hotmail.se,+46 79 499 9099,Ringgatan 77,901 24,Umeå,Sweden,Membership,Djurgårdens IF Juniormedlemskap,Djurgårdens IF,1,402.0,673.84,Swish,Delivered,HÖSTDEAL,2023-10
ORD-2023-00410450,2023-10-17 22:15:52,CUST-173808,Paul,Barnes,paul.barnes.173808@gmail.com,662.665.9238,17221 Waller Mountains,85011,Tampere,Finland,Training Gear,IFK Göteborg Shorts,IFK Göteborg,6,576.0,4123.94,Swish,Delivered,,2023-10
ORD-2023-01357660,2023-10-18 16:58:10,CUST-128586,Sigvard,Carlsson,sigvard.carlsson.128586@telia.se,+46 72 102 7016,Parktorget 85,114 12,Stockholm,Sweden,Membership,AIK Familjemedlemskap,AIK,2,399.0,1360.99,Klarna,Delivered,,2023-10
ORD-2023-00180672,2023-10-21 14:11:12,CUST-066482,Lars-Åke,Eriksson,lars-ake.eriksson.66482@gmail.com,+46 73 157 2686,Ängstorget 265,471 78,Eskilstuna,Sweden,Scarf,SEF Vinterskarf,SEF,1,354.0,543.55,Swish,Delivered,HÖSTDEAL,2023-10
ORD-2023-00872278,2023-10-23 11:00:00,CUST-099387,Anneli,Stenberg,anneli.stenberg.99387@telia.se,+46 79 927 9031,Industritorget 1,114 49,Stockholm,Sweden,Accessories,AIK Nyckelring,AIK,1,341.0,372.44,Klarna,Processing,,2023-10
ORD-2023-00450128,2023-10-23 12:18:32,CUST-072946,Erik,Jonsson,erik.jonsson.72946@hotmail.se,+46 76 192 7475,Ringvägen 035,703 50,Örebro,Sweden,Accessories,AIK Nyckelring,AIK,1,280.0,346.18,Swish,Processing,,2023-10
ORD-2023-01115696,2023-10-23 13:56:24,CUST-176913,Kevin,Hobbs,lars.mohammadi.33366@telia.se,+1-210-473-4912x0546,936 Cassandra Hills Apt. 292,43589,Tampere,Finland,Season Pass,Malmö FF Säsongskort 2024,Malmö FF,2,4758.0,12127.9,Swish,Delivered,,2023-10
ORD-2023-00784193,2023-10-23 14:20:15,CUST-092057,Sofia,Höglund,sofia.hoglund.92057@spray.se,+46 79 266 9461,Skolgränd 713,100 93,Stockholm,Sweden,Accessories,Malmö FF Nyckelring,Malmö FF,1,59.0,93.83,Invoice,Processing,,2023-10
ORD-2023-00323406,2023-10-24 20:59:14,CUST-011257,Kevin,Ekman,kevin.ekman.11257@gmail.com,+46 76 649 7299,Stationstorget 6,217 17,Malmö,Sweden,Accessories,Malmö FF Mugg,Malmö FF,1,217.0,286.5,Swish,Delivered,,2023-10
ORD-2023-00952582,2023-10-25 11:52:21,CUST-041914,Martina,Vikström,martina.vikstrom.41914@spray.se,+46 73 320 5817,Skogstorget 2,412 34,Göteborg,Sweden,Match Ticket,Häcken Familjebiljett,Häcken,1,261.0,265.43,PayPal,Delivered,,2023-10
ORD-2023-00904571,2023-10-29 09:44:33,CUST-137246,Robin,Andersson,robin.andersson.137246@outlook.com,+46 76 405 4154,Kvarngränd 686,129 37,Stockholm,Sweden,Digital Content,SEF Allsvenskan Streaming,SEF,1,151.0,251.54,Klarna,Delivered,,2023-10
ORD-2023-00547082,2023-10-30 09:04:43,CUST-101128,Ivar,Danielsson,ivar.danielsson.101128@hotmail.se,+46 73 445 4579,Fabriksvägen 34,127 49,Stockholm,Sweden,Accessories,GIF Sundsvall Ryggsäck,GIF Sundsvall,1,349.0,583.08,Card,Shipped,,2023-10
ORD-2023-00274696,2023-10-30 15:33:00,CUST-008408,Karl,Sandberg,karl.sandberg.8408@spray.se,+46 72 476 5473,Björkvägen 23,412 42,Göteborg,Sweden,Match Ticket,Djurgårdens IF Familjebiljett,Djurgårdens IF,1,350.0,327.36,Swish,Delivered,,2023-10
ORD-2023-00860953,2023-11-04 22:23:54,CUST-144980,Bo,Jansson,bo.jansson.144980@spray.se,+46 73 661 9388,Ringgränd 105,956 34,Falun,Sweden,Training Gear,SEF Träningsbyxor,SEF,1,389.0,391.27,Klarna,Delivered,,2023-11
